id,category,question,canonical_question,answer,tags,persona,risk_factor,intent
14,건망증/치매 차이,단순 건망증과 치매의 차이을 실천하는 좋은 방법을 알려주세요.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
15,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 구체적으로 설명해 주실 수 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
16,건망증/치매 차이,단순 건망증과 치매의 차이을 매일 하는 것이 중요한가요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
17,건망증/치매 차이,단순 건망증과 치매의 차이과 관련된 정보를 알고 싶어요.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
18,건망증/치매 차이,단순 건망증과 치매의 차이를 위한 팁을 알려주세요.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
19,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 궁금한 게 있어요.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
20,건망증/치매 차이,단순 건망증과 치매의 차이이 정말 효과가 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
21,건망증/치매 차이,단순 건망증과 치매의 차이을 꾸준히 하면 어떤 변화가 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
22,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 초보자도 쉽게 할 수 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
23,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 의사 선생님이 권장하나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
24,건망증/치매 차이,단순 건망증과 치매의 차이을 하면 기억력이 좋아지나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
25,건망증/치매 차이,단순 건망증과 치매의 차이과 인지 기능의 관계가 궁금합니다.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
26,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 노인도 안전하게 할 수 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
27,건망증/치매 차이,단순 건망증과 치매의 차이을 혼자서도 할 수 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
28,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 가족에게 권유할 만한가요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
29,건망증/치매 차이,단순 건망증과 치매의 차이과 치매 예방의 관계를 알려주세요.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
30,건망증/치매 차이,단순 건망증과 치매의 차이에 대한 연구 결과가 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
31,건망증/치매 차이,단순 건망증과 치매의 차이을 위해 무엇을 준비해야 하나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
32,건망증/치매 차이,단순 건망증과 치매의 차이이 왜 중요한지 설명해 주세요.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
33,건망증/치매 차이,단순 건망증과 치매의 차이에 대한 주의사항이 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
34,건망증/치매 차이,단순 건망증과 치매의 차이을 하는 데 비용이 많이 드나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
35,건망증/치매 차이,단순 건망증과 치매의 차이을 집에서도 할 수 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
36,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 오해하기 쉬운 점이 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
37,건망증/치매 차이,단순 건망증과 치매의 차이을 얼마나 자주 해야 효과가 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
38,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 전문가의 의견이 궁금합니다.,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
39,건망증/치매 차이,단순 건망증과 치매의 차이이 치매 예방에 도움이 될 수 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
40,건망증/치매 차이,단순 건망증과 치매의 차이을 시작하기에 나이 제한이 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
41,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 더 효과적으로 하는 방법이 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
42,건망증/치매 차이,단순 건망증과 치매의 차이을 가족과 함께 하면 더 좋을까요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
43,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 꾸준히 해야 하는 이유가 무엇인가요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
44,건망증/치매 차이,단순 건망증과 치매의 차이의 효과를 어떻게 확인할 수 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
45,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 국내에서도 권장되나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
46,건망증/치매 차이,단순 건망증과 치매의 차이을 하기 어려울 때 대안이 있나요?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
47,건망증/치매 차이,단순 건망증과 치매의 차이에 대해 처음 시작할 때 알아야 할 것은?,단순 건망증과 치매는 어떻게 다른가요?,"단순 건망증은 힌트를 주면 기억이 돌아오지만, 인지 기능 저하는 힌트를 줘도 기억을 되찾기 어렵고 일상생활에 지장을 줍니다. 나이가 들면서 생기는 건망증은 자연스러운 현상일 수 있습니다. 걱정되신다면 가까운 보건소 치매안심센터를 방문해 전문가와 상담해 보시길 권합니다. 본 서비스는 의료적 진단을 제공하지 않습니다.","건망증,치매,차이,기억력",생활습관 불균형형,인지기능 저하,정보 탐색
